"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","bystander_condition","condition","participant","age","gender","inquiry","stimulus","response","item_type","question_order","block_type"
"true","2199","fullscreen","0","null","3208","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","","","",""
"","2247","html-keyboard-response","1","2.0.0","5457","pjtw922s8ve","quick","immoral","Manatee","21","Female","","Welcome to the experiment. Press any key to begin."," ","","",""
"","3214","survey-text","2","2.0.0","8675","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""participant_id"":""Manatee""}","","",""
"","7191","html-keyboard-response","3","2.0.0","15867","pjtw922s8ve","quick","immoral","Manatee","21","Female","","
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
 "," ","","",""
"","25235","html-button-response","4","2.0.0","41104","pjtw922s8ve","quick","immoral","Manatee","21","Female","","<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>","0","","",""
"","18331","html-button-response","5","2.0.0","59437","pjtw922s8ve","quick","immoral","Manatee","21","Female",""," <p> J saw their decision as an easy one and was <i> able to decide quickly. J pocketed the money and drove off. </i></p><p> In contrast, N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N too decided to pocket the money and drive off.</i></p>","0","immoral_stimulus_1","",""
"","8581","survey-likert","6","2.0.0","68021","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""n_manipulation_check"":0,""j_manipulation_check"":6}","","[1,0]",""
"","69197","survey-likert","7","2.0.0","137221","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""n_principles_eval"":0,""j_principles_eval"":2}","","[1,0]","principles"
"","24280","survey-likert","8","2.0.0","161504","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""j_standards_eval"":0,""n_standards_eval"":2}","","[0,1]","standards"
"","17864","survey-likert","9","2.0.0","179370","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""n_deepness_eval"":3,""j_deepness_eval"":0}","","[1,0]","depth"
"","14247","survey-likert","10","2.0.0","193620","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":4,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":3}","","[0,1,2,3]","certainty"
"","39381","survey-likert","11","2.0.0","233003","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""j_cert_quite_certain"":6,""n_cert_quite_certain"":3,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":4}","","[0,1,2,3]","certainty"
"","26165","survey-likert","12","2.0.0","259170","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""j_imp_calm_contained_RS"":0,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":5,""n_imp_upset_acted_without_thinking"":1}","","[0,1,2,3]","emotional_impulsivity"
"","5847","html-button-response","13","2.0.0","265019","pjtw922s8ve","quick","immoral","Manatee","21","Female","","<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>","0","","",""
"","7447","html-button-response","14","2.0.0","272468","pjtw922s8ve","quick","immoral","Manatee","21","Female","","<p> B saw their decision as an easy one and was <i> able to decide quickly </i>. B left the wallet where they found it and drove off. </i></p>","0","byst_scenario_quick","",""
"","5133","survey-likert","15","2.0.0","277603","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""b_principles_eval"":4}","","[0]","byst_principles"
"","4281","survey-likert","16","2.0.0","281886","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""b_standards_eval"":4}","","[0]","byst_standards"
"","6715","survey-likert","17","2.0.0","288603","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""b_deepness_eval"":4}","","[0]","byst_depth"
"","5464","survey-likert","18","2.0.0","294069","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""b_imp_calm_contained_RS"":6,""b_imp_upset_acted_without_thinking"":0}","","[0,1]","byst_emotional_impulsivity"
"","26064","survey-likert","19","2.0.0","320136","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""B_cert_far_from_alternative"":1,""B_cert_reservations_RS"":1,""B_cert_conflicted_RS"":1,""B_cert_quite_certain"":5}","","[3,1,0,2]","byst_certainty"
"","2347","survey-text","20","2.0.0","322486","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""participant_age"":""21""}","","",""
"","3664","survey-text","21","2.0.0","326153","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""gender"":""Female""}","","",""
"","28880","survey-likert","22","2.0.0","355036","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""ma_think_through"":6,""ma_gut_feelings"":6,""ma_character_reflective"":5,""ma_some_actions_wrong"":6,""ma_outcomes_matter"":5}","","[1,0,4,3,2]","moral_attitudes"
"","43630","survey-text","23","2.0.0","398669","pjtw922s8ve","quick","immoral","Manatee","21","Female","","","{""Q0"":""I believe this experiment was about how different people see what is morally right vs morally wrong. I did not run into any technical difficulties. ""}","","",""
