success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,bystander_condition,condition,participant,age,gender,inquiry,stimulus,response,item_type,question_order,block_type,file_name
TRUE,1075,fullscreen,0,null,2081,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,824,html-keyboard-response,1,2.0.0,2906,pjmqhrunboy,slow,immoral,lemur,23,female,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,1116,survey-text,2,2.0.0,4025,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""participant_id"":""lemur""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,28376,html-keyboard-response,3,2.0.0,32403,pjmqhrunboy,slow,immoral,lemur,23,female,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,56526,html-button-response,4,2.0.0,88935,pjmqhrunboy,slow,immoral,lemur,23,female,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,18533,html-button-response,5,2.0.0,107469,pjmqhrunboy,slow,immoral,lemur,23,female,NA,"<p> N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> they decided to pocket the money and drive off.</i></p><p> In contrast, J saw their decision as an easy one and was <i> able to decide quickly. J too pocketed the money and drove off. </i></p>",0,immoral_stimulus_2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,5937,survey-likert,6,2.0.0,113408,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""n_manipulation_check"":0,""j_manipulation_check"":6}",NA,"[1,0]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,18376,survey-likert,7,2.0.0,131785,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""j_standards_eval"":1,""n_standards_eval"":4}",NA,"[0,1]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,17634,survey-likert,8,2.0.0,149421,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""n_principles_eval"":4,""j_principles_eval"":2}",NA,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,71553,survey-likert,9,2.0.0,220976,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""j_deepness_eval"":1,""n_deepness_eval"":4}",NA,"[0,1]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,14532,survey-likert,10,2.0.0,235510,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":4,""j_cert_reservations_RS"":1,""n_cert_reservations_RS"":5}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,59535,survey-likert,11,2.0.0,295047,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""j_cert_quite_certain"":4,""n_cert_quite_certain"":1,""j_cert_far_from_alternative"":1,""n_cert_far_from_alternative"":4}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,18455,survey-likert,12,2.0.0,313504,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""j_imp_calm_contained_RS"":5,""n_imp_calm_contained_RS"":3,""j_imp_upset_acted_without_thinking"":3,""n_imp_upset_acted_without_thinking"":3}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,6637,html-button-response,13,2.0.0,320142,pjmqhrunboy,slow,immoral,lemur,23,female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,8114,html-button-response,14,2.0.0,328256,pjmqhrunboy,slow,immoral,lemur,23,female,NA,"<p> B saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking, B decided to leave the wallet where they found it and drove off. </p>",0,byst_scenario_slow,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,5419,survey-likert,15,2.0.0,333676,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""b_standards_eval"":5}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,4478,survey-likert,16,2.0.0,338155,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""b_principles_eval"":5}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,4990,survey-likert,17,2.0.0,343145,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""b_deepness_eval"":6}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,10713,survey-likert,18,2.0.0,353859,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""b_imp_upset_acted_without_thinking"":1,""b_imp_calm_contained_RS"":2}",NA,"[1,0]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,69563,survey-likert,19,2.0.0,423423,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""B_cert_reservations_RS"":5,""B_cert_far_from_alternative"":4,""B_cert_conflicted_RS"":6,""B_cert_quite_certain"":4}",NA,"[1,3,0,2]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,2246,survey-text,20,2.0.0,425672,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""participant_age"":""23""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,3033,survey-text,21,2.0.0,428708,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""gender"":""female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,44990,survey-likert,22,2.0.0,473700,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""ma_think_through"":6,""ma_some_actions_wrong"":4,""ma_outcomes_matter"":2,""ma_gut_feelings"":2,""ma_character_reflective"":5}",NA,"[1,3,2,0,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
NA,12265,survey-text,23,2.0.0,485967,pjmqhrunboy,slow,immoral,lemur,23,female,NA,NA,"{""Q0"":""moral decisions; no technical difficulties""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjmqhrunboy_1772138134986.csv
TRUE,2199,fullscreen,0,null,3208,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,2247,html-keyboard-response,1,2.0.0,5457,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,3214,survey-text,2,2.0.0,8675,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""participant_id"":""Manatee""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,7191,html-keyboard-response,3,2.0.0,15867,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,25235,html-button-response,4,2.0.0,41104,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,18331,html-button-response,5,2.0.0,59437,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,"<p> J saw their decision as an easy one and was <i> able to decide quickly. J pocketed the money and drove off. </i></p><p> In contrast, N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N too decided to pocket the money and drive off.</i></p>",0,immoral_stimulus_1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,8581,survey-likert,6,2.0.0,68021,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""n_manipulation_check"":0,""j_manipulation_check"":6}",NA,"[1,0]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,69197,survey-likert,7,2.0.0,137221,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""n_principles_eval"":0,""j_principles_eval"":2}",NA,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,24280,survey-likert,8,2.0.0,161504,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""j_standards_eval"":0,""n_standards_eval"":2}",NA,"[0,1]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,17864,survey-likert,9,2.0.0,179370,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""n_deepness_eval"":3,""j_deepness_eval"":0}",NA,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,14247,survey-likert,10,2.0.0,193620,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":4,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":3}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,39381,survey-likert,11,2.0.0,233003,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":3,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":4}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,26165,survey-likert,12,2.0.0,259170,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""j_imp_calm_contained_RS"":0,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":5,""n_imp_upset_acted_without_thinking"":1}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,5847,html-button-response,13,2.0.0,265019,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,7447,html-button-response,14,2.0.0,272468,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,<p> B saw their decision as an easy one and was <i> able to decide quickly </i>. B left the wallet where they found it and drove off. </i></p>,0,byst_scenario_quick,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,5133,survey-likert,15,2.0.0,277603,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""b_principles_eval"":4}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,4281,survey-likert,16,2.0.0,281886,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""b_standards_eval"":4}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,6715,survey-likert,17,2.0.0,288603,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""b_deepness_eval"":4}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,5464,survey-likert,18,2.0.0,294069,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""b_imp_calm_contained_RS"":6,""b_imp_upset_acted_without_thinking"":0}",NA,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,26064,survey-likert,19,2.0.0,320136,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""B_cert_far_from_alternative"":1,""B_cert_reservations_RS"":1,""B_cert_conflicted_RS"":1,""B_cert_quite_certain"":5}",NA,"[3,1,0,2]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,2347,survey-text,20,2.0.0,322486,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""participant_age"":""21""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,3664,survey-text,21,2.0.0,326153,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,28880,survey-likert,22,2.0.0,355036,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""ma_think_through"":6,""ma_gut_feelings"":6,""ma_character_reflective"":5,""ma_some_actions_wrong"":6,""ma_outcomes_matter"":5}",NA,"[1,0,4,3,2]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
NA,43630,survey-text,23,2.0.0,398669,pjtw922s8ve,quick,immoral,Manatee,21,Female,NA,NA,"{""Q0"":""I believe this experiment was about how different people see what is morally right vs morally wrong. I did not run into any technical difficulties. ""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjtw922s8ve_1772141728257.csv
TRUE,3907,fullscreen,0,null,4913,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,2345,html-keyboard-response,1,2.0.0,7259,pjw6572tzu5,slow,moral,penguin,19,female,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,2814,survey-text,2,2.0.0,10079,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""participant_id"":""penguin""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,6411,html-keyboard-response,3,2.0.0,16492,pjw6572tzu5,slow,moral,penguin,19,female,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,76782,html-button-response,4,2.0.0,93277,pjw6572tzu5,slow,moral,penguin,19,female,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,26943,html-button-response,5,2.0.0,120222,pjw6572tzu5,slow,moral,penguin,19,female,NA,"<p> J saw their decision as an easy one and was <i> able to decide quickly. J did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",0,moral_stimulus_1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,17162,survey-likert,6,2.0.0,137386,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""n_manipulation_check"":1,""j_manipulation_check"":5}",NA,"[1,0]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,28375,survey-likert,7,2.0.0,165763,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""j_principles_eval"":3,""n_principles_eval"":3}",NA,"[0,1]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,6917,survey-likert,8,2.0.0,172682,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""n_standards_eval"":4,""j_standards_eval"":4}",NA,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,14158,survey-likert,9,2.0.0,186843,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""n_deepness_eval"":5,""j_deepness_eval"":5}",NA,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,27710,survey-likert,10,2.0.0,214555,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""j_cert_conflicted_RS"":2,""n_cert_conflicted_RS"":3,""j_cert_reservations_RS"":1,""n_cert_reservations_RS"":2}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,46941,survey-likert,11,2.0.0,261498,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""j_cert_quite_certain"":5,""n_cert_quite_certain"":4,""j_cert_far_from_alternative"":5,""n_cert_far_from_alternative"":4}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,30259,survey-likert,12,2.0.0,291759,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""j_imp_calm_contained_RS"":5,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":4,""n_imp_upset_acted_without_thinking"":4}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,49324,html-button-response,13,2.0.0,341086,pjw6572tzu5,slow,moral,penguin,19,female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,5179,html-button-response,14,2.0.0,346266,pjw6572tzu5,slow,moral,penguin,19,female,NA,"<p> B saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking, B decided to leave the wallet where they found it and drove off. </p>",0,byst_scenario_slow,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,4531,survey-likert,15,2.0.0,350802,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""b_principles_eval"":3}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,5326,survey-likert,16,2.0.0,356131,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""b_standards_eval"":3}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,3631,survey-likert,17,2.0.0,359764,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""b_deepness_eval"":3}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,7879,survey-likert,18,2.0.0,367646,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""b_imp_calm_contained_RS"":1,""b_imp_upset_acted_without_thinking"":2}",NA,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,19309,survey-likert,19,2.0.0,386959,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""B_cert_quite_certain"":2,""B_cert_reservations_RS"":2,""B_cert_far_from_alternative"":5,""B_cert_conflicted_RS"":5}",NA,"[2,1,3,0]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,2244,survey-text,20,2.0.0,389205,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""participant_age"":""19""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,4646,survey-text,21,2.0.0,393856,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""gender"":""female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,34229,survey-likert,22,2.0.0,428088,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""ma_gut_feelings"":3,""ma_character_reflective"":2,""ma_think_through"":2,""ma_some_actions_wrong"":2,""ma_outcomes_matter"":1}",NA,"[0,4,1,3,2]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
NA,3074,survey-text,23,2.0.0,431167,pjw6572tzu5,slow,moral,penguin,19,female,NA,NA,"{""Q0"":""""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pjw6572tzu5_1772138852738.csv
TRUE,1004,fullscreen,0,null,2012,pkxg3gl71bp,quick,immoral,fox,21,female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pkxg3gl71bp_1772142013010.csv
NA,570,html-keyboard-response,1,2.0.0,2585,pkxg3gl71bp,quick,immoral,fox,21,female,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pkxg3gl71bp_1772142013010.csv
NA,1907,survey-text,2,2.0.0,4497,pkxg3gl71bp,quick,immoral,fox,21,female,NA,NA,"{""participant_id"":""fox""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pkxg3gl71bp_1772142013010.csv
NA,840,html-keyboard-response,3,2.0.0,5339,pkxg3gl71bp,quick,immoral,fox,21,female,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pkxg3gl71bp_1772142013010.csv
NA,6302,html-button-response,4,2.0.0,11644,pkxg3gl71bp,quick,immoral,fox,21,female,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pkxg3gl71bp_1772142013010.csv
NA,6974,html-button-response,5,2.0.0,18620,pkxg3gl71bp,quick,immoral,fox,21,female,NA,"<p> J saw their decision as an easy one and was <i> able to decide quickly. J pocketed the money and drove off. </i></p><p> In contrast, N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N too decided to pocket the money and drive off.</i></p>",0,immoral_stimulus_1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pkxg3gl71bp_1772142013010.csv
NA,5177,survey-likert,6,2.0.0,23801,pkxg3gl71bp,quick,immoral,fox,21,female,NA,NA,"{""n_manipulation_check"":6,""j_manipulation_check"":0}",NA,"[1,0]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pkxg3gl71bp_1772142013010.csv
