rt,trial_type,trial_index,likert_eval_number,time_elapsed,random_id,bystander_condition,condition,participant_id,age,gender,inquiry,stimulus,response,item_type,question_order,block_type,file_name,likert_question,likert_response,participant_age,what_experiment_about,participant_is_group_member,question_agent,actor_condition
4394,survey-likert,16,22,215936,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""b_standards_eval"":6}",byst_scenario_quick,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,b_standards_eval,6,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,b,bystander
8614,survey-likert,17,23,224555,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""b_deepness_eval"":6}",byst_scenario_quick,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,b_deepness_eval,6,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,b,bystander
19344,survey-likert,18,24,243904,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""B_cert_quite_certain"":6,""B_cert_reservations_RS"":0,""B_cert_far_from_alternative"":6,""B_cert_conflicted_RS"":0}",byst_scenario_quick,"[2,1,3,0]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,B_cert_conflicted_RS,0,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,b,bystander
19344,survey-likert,18,25,243904,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""B_cert_quite_certain"":6,""B_cert_reservations_RS"":0,""B_cert_far_from_alternative"":6,""B_cert_conflicted_RS"":0}",byst_scenario_quick,"[2,1,3,0]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,B_cert_quite_certain,6,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,b,bystander
19344,survey-likert,18,26,243904,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""B_cert_quite_certain"":6,""B_cert_reservations_RS"":0,""B_cert_far_from_alternative"":6,""B_cert_conflicted_RS"":0}",byst_scenario_quick,"[2,1,3,0]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,B_cert_far_from_alternative,6,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,b,bystander
19344,survey-likert,18,27,243904,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""B_cert_quite_certain"":6,""B_cert_reservations_RS"":0,""B_cert_far_from_alternative"":6,""B_cert_conflicted_RS"":0}",byst_scenario_quick,"[2,1,3,0]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,B_cert_reservations_RS,0,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,b,bystander
6529,survey-likert,19,28,250437,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""b_imp_calm_contained_RS"":6,""b_imp_upset_acted_without_thinking"":0}",byst_scenario_quick,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,b_imp_calm_contained_RS,6,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,b,bystander
6529,survey-likert,19,29,250437,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""b_imp_calm_contained_RS"":6,""b_imp_upset_acted_without_thinking"":0}",byst_scenario_quick,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,b_imp_upset_acted_without_thinking,0,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,b,bystander
53244,survey-likert,22,30,308673,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""ma_think_through"":3,""ma_outcomes_matter"":4,""ma_gut_feelings"":6,""ma_some_actions_wrong"":6,""ma_character_reflective"":1}",byst_scenario_quick,"[1,2,0,3,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,ma_gut_feelings,6,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,NA,NA
53244,survey-likert,22,31,308673,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""ma_think_through"":3,""ma_outcomes_matter"":4,""ma_gut_feelings"":6,""ma_some_actions_wrong"":6,""ma_character_reflective"":1}",byst_scenario_quick,"[1,2,0,3,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,ma_character_reflective,1,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,NA,NA
53244,survey-likert,22,32,308673,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""ma_think_through"":3,""ma_outcomes_matter"":4,""ma_gut_feelings"":6,""ma_some_actions_wrong"":6,""ma_character_reflective"":1}",byst_scenario_quick,"[1,2,0,3,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,ma_outcomes_matter,4,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,NA,NA
53244,survey-likert,22,33,308673,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""ma_think_through"":3,""ma_outcomes_matter"":4,""ma_gut_feelings"":6,""ma_some_actions_wrong"":6,""ma_character_reflective"":1}",byst_scenario_quick,"[1,2,0,3,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,ma_some_actions_wrong,6,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,NA,NA
53244,survey-likert,22,34,308673,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""ma_think_through"":3,""ma_outcomes_matter"":4,""ma_gut_feelings"":6,""ma_some_actions_wrong"":6,""ma_character_reflective"":1}",byst_scenario_quick,"[1,2,0,3,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv,ma_think_through,3,22,something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors,FALSE,NA,NA
7130,survey-likert,6,1,73332,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_manipulation_check"":4,""n_manipulation_check"":5}",immoral_stimulus_1,"[0,1]",manipulation_check,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,j_manipulation_check,4,23,morality,FALSE,j,fast
7130,survey-likert,6,2,73332,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_manipulation_check"":4,""n_manipulation_check"":5}",immoral_stimulus_1,"[0,1]",manipulation_check,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,n_manipulation_check,5,23,morality,FALSE,n,slow
8440,survey-likert,7,3,81775,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_standards_eval"":6,""n_standards_eval"":4}",immoral_stimulus_1,"[0,1]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,n_standards_eval,4,23,morality,FALSE,n,slow
8440,survey-likert,7,4,81775,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_standards_eval"":6,""n_standards_eval"":4}",immoral_stimulus_1,"[0,1]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,j_standards_eval,6,23,morality,FALSE,j,fast
5348,survey-likert,8,5,87126,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""n_principles_eval"":6,""j_principles_eval"":3}",immoral_stimulus_1,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,n_principles_eval,6,23,morality,FALSE,n,slow
5348,survey-likert,8,6,87126,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""n_principles_eval"":6,""j_principles_eval"":3}",immoral_stimulus_1,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,j_principles_eval,3,23,morality,FALSE,j,fast
6239,survey-likert,9,7,93367,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""n_deepness_eval"":6,""j_deepness_eval"":4}",immoral_stimulus_1,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,n_deepness_eval,6,23,morality,FALSE,n,slow
6239,survey-likert,9,8,93367,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""n_deepness_eval"":6,""j_deepness_eval"":4}",immoral_stimulus_1,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,j_deepness_eval,4,23,morality,FALSE,j,fast
20452,survey-likert,10,9,113821,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_cert_conflicted_RS"":4,""n_cert_conflicted_RS"":3,""j_cert_reservations_RS"":5,""n_cert_reservations_RS"":6}",immoral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,j_cert_conflicted_RS,4,23,morality,FALSE,j,fast
20452,survey-likert,10,10,113821,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_cert_conflicted_RS"":4,""n_cert_conflicted_RS"":3,""j_cert_reservations_RS"":5,""n_cert_reservations_RS"":6}",immoral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,n_cert_conflicted_RS,3,23,morality,FALSE,n,slow
20452,survey-likert,10,11,113821,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_cert_conflicted_RS"":4,""n_cert_conflicted_RS"":3,""j_cert_reservations_RS"":5,""n_cert_reservations_RS"":6}",immoral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,j_cert_reservations_RS,5,23,morality,FALSE,j,fast
20452,survey-likert,10,12,113821,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_cert_conflicted_RS"":4,""n_cert_conflicted_RS"":3,""j_cert_reservations_RS"":5,""n_cert_reservations_RS"":6}",immoral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,n_cert_reservations_RS,6,23,morality,FALSE,n,slow
56030,survey-likert,11,13,169854,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":2,""j_cert_far_from_alternative"":3,""n_cert_far_from_alternative"":6}",immoral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,j_cert_quite_certain,6,23,morality,FALSE,j,fast
56030,survey-likert,11,14,169854,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":2,""j_cert_far_from_alternative"":3,""n_cert_far_from_alternative"":6}",immoral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,n_cert_quite_certain,2,23,morality,FALSE,n,slow
56030,survey-likert,11,15,169854,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":2,""j_cert_far_from_alternative"":3,""n_cert_far_from_alternative"":6}",immoral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,j_cert_far_from_alternative,3,23,morality,FALSE,j,fast
56030,survey-likert,11,16,169854,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":2,""j_cert_far_from_alternative"":3,""n_cert_far_from_alternative"":6}",immoral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,n_cert_far_from_alternative,6,23,morality,FALSE,n,slow
24060,survey-likert,12,17,193918,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":5,""n_imp_upset_acted_without_thinking"":6}",immoral_stimulus_1,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,j_imp_calm_contained_RS,6,23,morality,FALSE,j,fast
24060,survey-likert,12,18,193918,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":5,""n_imp_upset_acted_without_thinking"":6}",immoral_stimulus_1,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,n_imp_calm_contained_RS,4,23,morality,FALSE,n,slow
24060,survey-likert,12,19,193918,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":5,""n_imp_upset_acted_without_thinking"":6}",immoral_stimulus_1,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,j_imp_upset_acted_without_thinking,5,23,morality,FALSE,j,fast
24060,survey-likert,12,20,193918,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":5,""n_imp_upset_acted_without_thinking"":6}",immoral_stimulus_1,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,n_imp_upset_acted_without_thinking,6,23,morality,FALSE,n,slow
4506,survey-likert,15,21,210854,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""b_standards_eval"":5}",byst_scenario_slow,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,b_standards_eval,5,23,morality,FALSE,b,bystander
7875,survey-likert,16,22,218731,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""b_principles_eval"":6}",byst_scenario_slow,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,b_principles_eval,6,23,morality,FALSE,b,bystander
6147,survey-likert,17,23,224880,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""b_deepness_eval"":3}",byst_scenario_slow,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,b_deepness_eval,3,23,morality,FALSE,b,bystander
27343,survey-likert,18,24,252227,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""B_cert_quite_certain"":6,""B_cert_reservations_RS"":3,""B_cert_conflicted_RS"":4,""B_cert_far_from_alternative"":5}",byst_scenario_slow,"[2,1,0,3]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,B_cert_conflicted_RS,4,23,morality,FALSE,b,bystander
27343,survey-likert,18,25,252227,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""B_cert_quite_certain"":6,""B_cert_reservations_RS"":3,""B_cert_conflicted_RS"":4,""B_cert_far_from_alternative"":5}",byst_scenario_slow,"[2,1,0,3]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,B_cert_quite_certain,6,23,morality,FALSE,b,bystander
27343,survey-likert,18,26,252227,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""B_cert_quite_certain"":6,""B_cert_reservations_RS"":3,""B_cert_conflicted_RS"":4,""B_cert_far_from_alternative"":5}",byst_scenario_slow,"[2,1,0,3]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,B_cert_far_from_alternative,5,23,morality,FALSE,b,bystander
27343,survey-likert,18,27,252227,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""B_cert_quite_certain"":6,""B_cert_reservations_RS"":3,""B_cert_conflicted_RS"":4,""B_cert_far_from_alternative"":5}",byst_scenario_slow,"[2,1,0,3]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,B_cert_reservations_RS,3,23,morality,FALSE,b,bystander
10318,survey-likert,19,28,262547,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""b_imp_upset_acted_without_thinking"":1,""b_imp_calm_contained_RS"":6}",byst_scenario_slow,"[1,0]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,b_imp_calm_contained_RS,6,23,morality,FALSE,b,bystander
10318,survey-likert,19,29,262547,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""b_imp_upset_acted_without_thinking"":1,""b_imp_calm_contained_RS"":6}",byst_scenario_slow,"[1,0]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,b_imp_upset_acted_without_thinking,1,23,morality,FALSE,b,bystander
36664,survey-likert,22,30,302615,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""ma_outcomes_matter"":6,""ma_some_actions_wrong"":0,""ma_think_through"":4,""ma_gut_feelings"":4,""ma_character_reflective"":6}",byst_scenario_slow,"[2,3,1,0,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,ma_gut_feelings,4,23,morality,FALSE,NA,NA
36664,survey-likert,22,31,302615,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""ma_outcomes_matter"":6,""ma_some_actions_wrong"":0,""ma_think_through"":4,""ma_gut_feelings"":4,""ma_character_reflective"":6}",byst_scenario_slow,"[2,3,1,0,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,ma_character_reflective,6,23,morality,FALSE,NA,NA
36664,survey-likert,22,32,302615,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""ma_outcomes_matter"":6,""ma_some_actions_wrong"":0,""ma_think_through"":4,""ma_gut_feelings"":4,""ma_character_reflective"":6}",byst_scenario_slow,"[2,3,1,0,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,ma_outcomes_matter,6,23,morality,FALSE,NA,NA
36664,survey-likert,22,33,302615,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""ma_outcomes_matter"":6,""ma_some_actions_wrong"":0,""ma_think_through"":4,""ma_gut_feelings"":4,""ma_character_reflective"":6}",byst_scenario_slow,"[2,3,1,0,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,ma_some_actions_wrong,0,23,morality,FALSE,NA,NA
36664,survey-likert,22,34,302615,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""ma_outcomes_matter"":6,""ma_some_actions_wrong"":0,""ma_think_through"":4,""ma_gut_feelings"":4,""ma_character_reflective"":6}",byst_scenario_slow,"[2,3,1,0,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv,ma_think_through,4,23,morality,FALSE,NA,NA
8698,survey-likert,6,1,40861,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""j_manipulation_check"":6,""n_manipulation_check"":0}",moral_stimulus_1,"[0,1]",manipulation_check,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,j_manipulation_check,6,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,j,fast
8698,survey-likert,6,2,40861,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""j_manipulation_check"":6,""n_manipulation_check"":0}",moral_stimulus_1,"[0,1]",manipulation_check,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,n_manipulation_check,0,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,n,slow
17013,survey-likert,7,3,57875,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""n_standards_eval"":4,""j_standards_eval"":6}",moral_stimulus_1,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,n_standards_eval,4,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,n,slow
17013,survey-likert,7,4,57875,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""n_standards_eval"":4,""j_standards_eval"":6}",moral_stimulus_1,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,j_standards_eval,6,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,j,fast
16000,survey-likert,8,5,73876,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""n_principles_eval"":4,""j_principles_eval"":5}",moral_stimulus_1,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,n_principles_eval,4,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,n,slow
16000,survey-likert,8,6,73876,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""n_principles_eval"":4,""j_principles_eval"":5}",moral_stimulus_1,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,j_principles_eval,5,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,j,fast
37196,survey-likert,9,7,111073,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""j_deepness_eval"":6,""n_deepness_eval"":6}",moral_stimulus_1,"[0,1]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,n_deepness_eval,6,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,n,slow
37196,survey-likert,9,8,111073,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""j_deepness_eval"":6,""n_deepness_eval"":6}",moral_stimulus_1,"[0,1]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,j_deepness_eval,6,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,j,fast
11538,survey-likert,10,9,122612,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",moral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,j_cert_conflicted_RS,0,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,j,fast
11538,survey-likert,10,10,122612,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",moral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,n_cert_conflicted_RS,5,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,n,slow
11538,survey-likert,10,11,122612,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",moral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,j_cert_reservations_RS,0,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,j,fast
11538,survey-likert,10,12,122612,p5a5napt8o8,quick,moral,wolf,20,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",moral_stimulus_1,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p5a5napt8o8_1772140505300.csv,n_cert_reservations_RS,5,20,I think it's about morality and how we view different courses of actions as differing in morality even if the result was the same; no tech. difficulties,FALSE,n,slow
